xi,D_torus,D_infinite
3.8800000000000001e-01,2.7555234336328245e+00,2.5218469155564920e+00
3.8900000000000001e-01,2.7574004022068324e+00,2.5223946519332543e+00
3.9000000000000001e-01,2.7592808972362590e+00,2.5229398890510519e+00
3.9100000000000001e-01,2.7611649685348718e+00,2.5234826451476264e+00
3.9200000000000002e-01,2.7630526659759220e+00,2.5240229382807113e+00
3.9300000000000002e-01,2.7649440394966178e+00,2.5245607863302495e+00
3.9400000000000002e-01,2.7668391391025859e+00,2.5250962070005838e+00
3.9500000000000002e-01,2.7687380148723220e+00,2.5256292178226132e+00
3.9600000000000002e-01,2.7706407169616480e+00,2.5261598361559146e+00
3.9700000000000002e-01,2.7725472956081534e+00,2.5266880791908388e+00
3.9800000000000002e-01,2.7744578011356356e+00,2.5272139639505729e+00
3.9900000000000002e-01,2.7763722839585419e+00,2.5277375072931720e+00
4.0000000000000002e-01,2.7782907945864075e+00,2.5282587259135636e+00
4.0100000000000002e-01,2.7802133836282863e+00,2.5287776363455214e+00
4.0200000000000002e-01,2.7821401017971894e+00,2.5292942549636117e+00
4.0300000000000002e-01,2.7840709999145212e+00,2.5298085979851104e+00
4.0400000000000003e-01,2.7860061289145133e+00,2.5303206814718946e+00
4.0500000000000003e-01,2.7879455398486650e+00,2.5308305213323026e+00
4.0600000000000003e-01,2.7898892838901879e+00,2.5313381333229747e+00
4.0699999999999997e-01,2.7918374123384471e+00,2.5318435330506595e+00
4.0799999999999997e-01,2.7937899766234171e+00,2.5323467359740004e+00
4.0899999999999997e-01,2.7957470283101316e+00,2.5328477574052939e+00
4.0999999999999998e-01,2.7977086191031484e+00,2.5333466125122239e+00
4.1099999999999998e-01,2.7996748008510224e+00,2.5338433163195706e+00
4.1199999999999998e-01,2.8016456255507745e+00,2.5343378837108963e+00
4.1299999999999998e-01,2.8036211453523823e+00,2.5348303294302088e+00
4.1399999999999998e-01,2.8056014125632744e+00,2.5353206680835956e+00
4.1499999999999998e-01,2.8075864796528358e+00,2.5358089141408429e+00
4.1599999999999998e-01,2.8095763992569229e+00,2.5362950819370265e+00
4.1699999999999998e-01,2.8115712241823929e+00,2.5367791856740833e+00
4.1799999999999998e-01,2.8135710074116456e+00,2.5372612394223584e+00
4.1899999999999998e-01,2.8155758021071748e+00,2.5377412571221338e+00
4.1999999999999998e-01,2.8175856616161434e+00,2.5382192525851335e+00
4.2099999999999999e-01,2.8196006394749582e+00,2.5386952394960076e+00
4.2199999999999999e-01,2.8216207894138781e+00,2.5391692314137990e+00
4.2299999999999999e-01,2.8236461653616249e+00,2.5396412417733858e+00
4.2399999999999999e-01,2.8256768214500223e+00,2.5401112838869069e+00
4.2499999999999999e-01,2.8277128120186430e+00,2.5405793709451663e+00
4.2599999999999999e-01,2.8297541916194855e+00,2.5410455160190191e+00
4.2699999999999999e-01,2.8318010150216630e+00,2.5415097320607387e+00
4.2799999999999999e-01,2.8338533372161172e+00,2.5419720319053649e+00
4.2899999999999999e-01,2.8359112134203506e+00,2.5424324282720328e+00
4.2999999999999999e-01,2.8379746990831851e+00,2.5428909337652854e+00
4.3099999999999999e-01,2.8400438498895406e+00,2.5433475608763683e+00
4.3200000000000000e-01,2.8421187217652406e+00,2.5438023219845052e+00
4.3300000000000000e-01,2.8441993708818409e+00,2.5442552293581575e+00
4.3400000000000000e-01,2.8462858536614797e+00,2.5447062951562667e+00
4.3500000000000000e-01,2.8483782267817679e+00,2.5451555314294816e+00
4.3600000000000000e-01,2.8504765471806910e+00,2.5456029501213648e+00
4.3700000000000000e-01,2.8525808720615498e+00,2.5460485630695890e+00
4.3800000000000000e-01,2.8546912588979239e+00,2.5464923820071128e+00
4.3900000000000000e-01,2.8568077654386732e+00,2.5469344185633407e+00
4.4000000000000000e-01,2.8589304497129593e+00,2.5473746842652738e+00
4.4100000000000000e-01,2.8610593700353109e+00,2.5478131905386356e+00
4.4200000000000000e-01,2.8631945850107119e+00,2.5482499487089920e+00
4.4300000000000000e-01,2.8653361535397246e+00,2.5486849700028507e+00
4.4400000000000001e-01,2.8674841348236599e+00,2.5491182655487492e+00
4.4500000000000001e-01,2.8696385883697593e+00,2.5495498463783268e+00
4.4600000000000001e-01,2.8717995739964373e+00,2.5499797234273820e+00
4.4700000000000001e-01,2.8739671518385452e+00,2.5504079075369197e+00
4.4800000000000001e-01,2.8761413823526785e+00,2.5508344094541808e+00
4.4900000000000001e-01,2.8783223263225213e+00,2.5512592398336600e+00
4.5000000000000001e-01,2.8805100448642400e+00,2.5516824092381096e+00
4.5100000000000001e-01,2.8827045994318983e+00,2.5521039281395321e+00
4.5200000000000001e-01,2.8849060518229339e+00,2.5525238069201590e+00
4.5300000000000001e-01,2.8871144641836706e+00,2.5529420558734142e+00
4.5400000000000001e-01,2.8893298990148675e+00,2.5533586852048704e+00
4.5500000000000002e-01,2.8915524191773225e+00,2.5537737050331897e+00
4.5600000000000002e-01,2.8937820878975216e+00,2.5541871253910511e+00
4.5700000000000002e-01,2.8960189687733249e+00,2.5545989562260702e+00
4.5800000000000002e-01,2.8982631257797080e+00,2.5550092074017021e+00
4.5900000000000002e-01,2.9005146232745589e+00,2.5554178886981380e+00
4.6000000000000002e-01,2.9027735260045051e+00,2.5558250098131858e+00
4.6100000000000002e-01,2.9050398991108102e+00,2.5562305803631431e+00
4.6200000000000002e-01,2.9073138081353171e+00,2.5566346098836559e+00
4.6300000000000002e-01,2.9095953190264363e+00,2.5570371078305696e+00
4.6400000000000002e-01,2.9118844981451972e+00,2.5574380835807666e+00
4.6500000000000002e-01,2.9141814122713567e+00,2.5578375464329963e+00
4.6600000000000003e-01,2.9164861286095527e+00,2.5582355056086907e+00
4.6700000000000003e-01,2.9187987147955194e+00,2.5586319702527733e+00
4.6800000000000003e-01,2.9211192389023739e+00,2.5590269494344553e+00
4.6899999999999997e-01,2.9234477694469390e+00,2.5594204521480250e+00
4.6999999999999997e-01,2.9257843753961490e+00,2.5598124873136245e+00
4.7099999999999997e-01,2.9281291261734994e+00,2.5602030637780167e+00
4.7199999999999998e-01,2.9304820916655752e+00,2.5605921903153459e+00
4.7299999999999998e-01,2.9328433422286331e+00,2.5609798756278841e+00
4.7399999999999998e-01,2.9352129486952512e+00,2.5613661283467737e+00
4.7499999999999998e-01,2.9375909823810464e+00,2.5617509570327561e+00
4.7599999999999998e-01,2.9399775150914671e+00,2.5621343701768948e+00
4.7699999999999998e-01,2.9423726191286375e+00,2.5625163762012866e+00
4.7799999999999998e-01,2.9447763672982887e+00,2.5628969834597664e+00
4.7899999999999998e-01,2.9471888329167588e+00,2.5632762002386045e+00
4.7999999999999998e-01,2.9496100898180555e+00,2.5636540347571901e+00
4.8099999999999998e-01,2.9520402123610090e+00,2.5640304951687121e+00
4.8199999999999998e-01,2.9544792754364884e+00,2.5644055895608298e+00
4.8299999999999998e-01,2.9569273544746997e+00,2.5647793259563332e+00
4.8399999999999999e-01,2.9593845254525628e+00,2.5651517123137983e+00
4.8499999999999999e-01,2.9618508649011699e+00,2.5655227565282348e+00
4.8599999999999999e-01,2.9643264499133215e+00,2.5658924664317206e+00
4.8699999999999999e-01,2.9668113581511482e+00,2.5662608497940367e+00
4.8799999999999999e-01,2.9693056678538112e+00,2.5666279143232882e+00
4.8899999999999999e-01,2.9718094578453016e+00,2.5669936676665204e+00
4.8999999999999999e-01,2.9743228075423147e+00,2.5673581174103277e+00
4.9099999999999999e-01,2.9768457969622157e+00,2.5677212710814525e+00
4.9199999999999999e-01,2.9793785067310994e+00,2.5680831361473833e+00
4.9299999999999999e-01,2.9819210180919398e+00,2.5684437200169365e+00
4.9399999999999999e-01,2.9844734129128319e+00,2.5688030300408404e+00
4.9500000000000000e-01,2.9870357736953337e+00,2.5691610735123058e+00
4.9600000000000000e-01,2.9896081835829018e+00,2.5695178576675923e+00
4.9700000000000000e-01,2.9921907263694152e+00,2.5698733896865700e+00
4.9800000000000000e-01,2.9947834865078269e+00,2.5702276766932690e+00
4.9900000000000000e-01,2.9973865491188905e+00,2.5705807257564288e+00
5.0000000000000000e-01,3.0000000000000000e+00,2.5709325438900361e+00
