r_over_L,torus_deltaV_over_Q2,infinite_plane_deltaV_over_Q2
3.8600000000000001e-01,4.3129239485820881e-01,4.7132870836109553e-01
3.8700000000000001e-01,4.3148024482616498e-01,4.7173939400217280e-01
3.8800000000000001e-01,4.3166630025800218e-01,4.7214902544704013e-01
3.8900000000000001e-01,4.3185056511754316e-01,4.7255760807949143e-01
3.9000000000000001e-01,4.3203304332154718e-01,4.7296514724229394e-01
3.9100000000000001e-01,4.3221373873966018e-01,4.7337164823760247e-01
3.9200000000000002e-01,4.3239265519432674e-01,4.7377711632736946e-01
3.9300000000000002e-01,4.3256979646109739e-01,4.7418155673374873e-01
3.9400000000000002e-01,4.3274516626940218e-01,4.7458497463949512e-01
3.9500000000000002e-01,4.3291876830336723e-01,4.7498737518835843e-01
3.9600000000000002e-01,4.3309060620223383e-01,4.7538876348547315e-01
3.9700000000000002e-01,4.3326068356030562e-01,4.7578914459774296e-01
3.9800000000000002e-01,4.3342900392681027e-01,4.7618852355422003e-01
3.9900000000000002e-01,4.3359557080614408e-01,4.7658690534648096e-01
4.0000000000000002e-01,4.3376038765857494e-01,4.7698429492899641e-01
4.0100000000000002e-01,4.3392345790104808e-01,4.7738069721949750e-01
4.0200000000000002e-01,4.3408478490761221e-01,4.7777611709933715e-01
4.0300000000000002e-01,4.3424437200936150e-01,4.7817055941384701e-01
4.0400000000000003e-01,4.3440222249426536e-01,4.7856402897269001e-01
4.0500000000000003e-01,4.3455833960733581e-01,4.7895653055020915e-01
4.0600000000000003e-01,4.3471272655128018e-01,4.7934806888577108e-01
4.0699999999999997e-01,4.3486538648727963e-01,4.7973864868410621e-01
4.0799999999999997e-01,4.3501632253542821e-01,4.8012827461564500e-01
4.0899999999999997e-01,4.3516553777468076e-01,4.8051695131684891e-01
4.0999999999999998e-01,4.3531303524264242e-01,4.8090468339053905e-01
4.1099999999999998e-01,4.3545881793567431e-01,4.8129147540621942e-01
4.1199999999999998e-01,4.3560288880948944e-01,4.8167733190039730e-01
4.1299999999999998e-01,4.3574525077990728e-01,4.8206225737689917e-01
4.1399999999999998e-01,4.3588590672330313e-01,4.8244625630718324e-01
4.1499999999999998e-01,4.3602485947656355e-01,4.8282933313064808e-01
4.1599999999999998e-01,4.3616211183684611e-01,4.8321149225493742e-01
4.1699999999999998e-01,4.3629766656162783e-01,4.8359273805624220e-01
4.1799999999999998e-01,4.3643152636923332e-01,4.8397307487959768e-01
4.1899999999999998e-01,4.3656369393957672e-01,4.8435250703917820e-01
4.1999999999999998e-01,4.3669417191461390e-01,4.8473103881858787e-01
4.2099999999999999e-01,4.3682296289831413e-01,4.8510867447114830e-01
4.2199999999999999e-01,4.3695006945639148e-01,4.8548541822018243e-01
4.2299999999999999e-01,4.3707549411629609e-01,4.8586127425929543e-01
4.2399999999999999e-01,4.3719923936768468e-01,4.8623624675265226e-01
4.2499999999999999e-01,4.3732130766313543e-01,4.8661033983525187e-01
4.2599999999999999e-01,4.3744170141861666e-01,4.8698355761319839e-01
4.2699999999999999e-01,4.3756042301346459e-01,4.8735590416396918e-01
4.2799999999999999e-01,4.3767747479010072e-01,4.8772738353667949e-01
4.2899999999999999e-01,4.3779285905396342e-01,4.8809799975234469e-01
4.2999999999999999e-01,4.3790657807392414e-01,4.8846775680413851e-01
4.3099999999999999e-01,4.3801863408297359e-01,4.8883665865764953e-01
4.3200000000000000e-01,4.3812902927870256e-01,4.8920470925113368e-01
4.3300000000000000e-01,4.3823776582329432e-01,4.8957191249576459e-01
4.3400000000000000e-01,4.3834484584322592e-01,4.8993827227588055e-01
4.3500000000000000e-01,4.3845027142914939e-01,4.9030379244922911e-01
4.3600000000000000e-01,4.3855404463624942e-01,4.9066847684720849e-01
4.3700000000000000e-01,4.3865616748490077e-01,4.9103232927510670e-01
4.3800000000000000e-01,4.3875664196116071e-01,4.9139535351233765e-01
4.3900000000000000e-01,4.3885547001677799e-01,4.9175755331267468e-01
4.4000000000000000e-01,4.3895265356888324e-01,4.9211893240448140e-01
4.4100000000000000e-01,4.3904819449982047e-01,4.9247949449094031e-01
4.4200000000000000e-01,4.3914209465744730e-01,4.9283924325027811e-01
4.4300000000000000e-01,4.3923435585576509e-01,4.9319818233598933e-01
4.4400000000000001e-01,4.3932497987541824e-01,4.9355631537705730e-01
4.4500000000000001e-01,4.3941396846372072e-01,4.9391364597817156e-01
4.4600000000000001e-01,4.3950132333434350e-01,4.9427017771994480e-01
4.4700000000000001e-01,4.3958704616709621e-01,4.9462591415912593e-01
4.4800000000000001e-01,4.3967113860817364e-01,4.9498085882881099e-01
4.4900000000000001e-01,4.3975360227075155e-01,4.9533501523865248e-01
4.5000000000000001e-01,4.3983443873549499e-01,4.9568838687506550e-01
4.5100000000000001e-01,4.3991364955060885e-01,4.9604097720143220e-01
4.5200000000000001e-01,4.3999123623151370e-01,4.9639278965830375e-01
4.5300000000000001e-01,4.4006720026058960e-01,4.9674382766360031e-01
4.5400000000000001e-01,4.4014154308736958e-01,4.9709409461280835e-01
4.5500000000000002e-01,4.4021426612909637e-01,4.9744359387917669e-01
4.5600000000000002e-01,4.4028537077123836e-01,4.9779232881390917e-01
4.5700000000000002e-01,4.4035485836756427e-01,4.9814030274635679e-01
4.5800000000000002e-01,4.4042273023981432e-01,4.9848751898420601e-01
4.5900000000000002e-01,4.4048898767741140e-01,4.9883398081366676e-01
4.6000000000000002e-01,4.4055363193758967e-01,4.9917969149965702e-01
4.6100000000000002e-01,4.4061666424592516e-01,4.9952465428598647e-01
4.6200000000000002e-01,4.4067808579685147e-01,4.9986887239553712e-01
4.6300000000000002e-01,4.4073789775375499e-01,5.0021234903044332e-01
4.6400000000000002e-01,4.4079610124865309e-01,5.0055508737226850e-01
4.6500000000000002e-01,4.4085269738186794e-01,5.0089709058218101e-01
4.6600000000000003e-01,4.4090768722209828e-01,5.0123836180112780e-01
4.6700000000000003e-01,4.4096107180691618e-01,5.0157890415000572e-01
4.6800000000000003e-01,4.4101285214328162e-01,5.0191872072983201e-01
4.6899999999999997e-01,4.4106302920766333e-01,5.0225781462191221e-01
4.6999999999999997e-01,4.4111160394572085e-01,5.0259618888800661e-01
4.7099999999999997e-01,4.4115857727194596e-01,5.0293384657049511e-01
4.7199999999999998e-01,4.4120395006968111e-01,5.0327079069253955e-01
4.7299999999999998e-01,4.4124772319157729e-01,5.0360702425824555e-01
4.7399999999999998e-01,4.4128989746010894e-01,5.0394255025282186e-01
4.7499999999999998e-01,4.4133047366771355e-01,5.0427737164273823e-01
4.7599999999999998e-01,4.4136945257648946e-01,5.0461149137588124e-01
4.7699999999999998e-01,4.4140683491780230e-01,5.0494491238170958e-01
4.7799999999999998e-01,4.4144262139225315e-01,5.0527763757140676e-01
4.7899999999999998e-01,4.4147681267009237e-01,5.0560966983803224e-01
4.7999999999999998e-01,4.4150940939173627e-01,5.0594101205667175e-01
4.8099999999999998e-01,4.4154041216792778e-01,5.0627166708458538e-01
4.8199999999999998e-01,4.4156982157944169e-01,5.0660163776135447e-01
4.8299999999999998e-01,4.4159763817667169e-01,5.0693092690902675e-01
4.8399999999999999e-01,4.4162386247954122e-01,5.0725953733226026e-01
4.8499999999999999e-01,4.4164849497787773e-01,5.0758747181846553e-01
4.8599999999999999e-01,4.4167153613192206e-01,5.0791473313794699e-01
4.8699999999999999e-01,4.4169298637251064e-01,5.0824132404404165e-01
4.8799999999999999e-01,4.4171284610080064e-01,5.0856724727325753e-01
4.8899999999999999e-01,4.4173111568782447e-01,5.0889250554541043e-01
4.8999999999999999e-01,4.4174779547435694e-01,5.0921710156375899e-01
4.9099999999999999e-01,4.4176288577124329e-01,5.0954103801513850e-01
4.9199999999999999e-01,4.4177638685989706e-01,5.0986431757009365e-01
4.9299999999999999e-01,4.4178829899251160e-01,5.1018694288300970e-01
4.9399999999999999e-01,4.4179862239179207e-01,5.1050891659224218e-01
4.9500000000000000e-01,4.4180735725049697e-01,5.1083024132024568e-01
4.9600000000000000e-01,4.4181450373125203e-01,5.1115091967370130e-01
4.9700000000000000e-01,4.4182006196683304e-01,5.1147095424364197e-01
4.9800000000000000e-01,4.4182403206065402e-01,5.1179034760557840e-01
4.9900000000000000e-01,4.4182641408699608e-01,5.1210910231962159e-01
5.0000000000000000e-01,4.4182720809076176e-01,5.1242722093060566e-01
